Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Boya-değişen;Log_Fiyat
538000.0;Hyundai;Getz;1.4 DOHC Start;2011.0;91.000 km;;;;1399 cc;97 hp;Hatchback/5;2 boyalı;13.195615697878253
920000.0;Hyundai;i20;1.4 MPI Jump;2017.0;50.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;2 değişen, 2 boyalı;13.732130035981154
827500.0;Hyundai;i20;1.2 MPI Style;2015.0;231.000 km;;;;1248 cc;84 hp;Hatchback/5;Tamamı orjinal;13.62616559469184
330000.0;Hyundai;Accent;1.5 GLS;1998.0;217.000 km;;;;1401 - 1600 cm3;76 - 100 HP;Sedan;Belirtilmemiş;12.706850963741102
1010000.0;Hyundai;i30;1.6 CRDi Elite;2014.0;193.000 km;;;;1582 cc;128 hp;Hatchback/5;Tamamı orjinal;13.825461878915961
339000.0;Hyundai;Accent;1.5 1.5i GLS;2001.0;277.000 km;;;;1495 cc;102 hp;Sedan;Belirtilmemiş;12.733758336210744
450000.0;Hyundai;Accent Era;1.4 Start;2010.0;190.000 km;;;;1399 cc;97 hp;Sedan;4 boyalı;13.017005083966255
780000.0;Hyundai;i20;1.2 MPI Style;2015.0;157.000 km;;;;1248 cc;84 hp;Hatchback/5;2 değişen;13.567050480716235
1100000.0;Hyundai;i20;1.4 MPI Style;2021.0;96.500 km;;;;1368 cc;100 hp;Hatchback/5;1 değişen, 3 boyalı;13.910821646859095
880000.0;Hyundai;i10;1.2 D-CVVT Elite;2015.0;64.500 km;;;;1248 cc;87 hp;Hatchback/5;Tamamı orjinal;13.68767832281738
410000.0;Hyundai;Accent Era;1.5 CRDi Start;2010.0;240.000 km;;;;1493 cc;110 hp;Sedan;2 değişen, 3 boyalı;12.923914877701906
1200000.0;Hyundai;i20;1.4 MPI Style Plus;2023.0;42.000 km;;;;1368 cc;100 hp;Hatchback/5;1 değişen;13.997832948091215
720000.0;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2012.0;153.000 km;;;;1396 cc;108 hp;Sedan;Tamamı orjinal;13.487007879880162
750000.0;Hyundai;i20;1.4 CRDi Style;2015.0;119.000 km;;;;1396 cc;90 hp;Hatchback/5;2 boyalı;13.527829818844937
425000.0;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2016.0;122.800 km;;;;1368 cc;100 hp;Sedan;Belirtilmemiş;12.959846800844963
200000.0;Hyundai;Accent;1.5 CRDi Admire;2005.0;270.000 km;;;;1493 cc;82 hp;Sedan;12 boyalı;12.206077645517674
595000.0;Hyundai;Accent Era;1.4 Team;2012.0;132.500 km;;;;1399 cc;97 hp;Sedan;4 boyalı;13.296318365198623
1120000.0;Hyundai;i20;1.4 MPI Style;2015.0;78.000 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal;13.928840136128022
276500.0;Hyundai;Accent Era;1.4 Select;2007.0;718.000 km;;;;1399 cc;97 hp;Sedan;Belirtilmemiş;12.529969716574515
910000.0;Hyundai;Elantra;1.6 CRDi Style Plus;2018.0;229.500 km;;;;1582 cc;136 hp;Sedan;Belirtilmemiş;13.721200977393528
485500.0;Hyundai;Accent Era;1.4 Team;2007.0;196.000 km;;;;1399 cc;97 hp;Sedan;4 boyalı;13.092936626443631
395000.0;Hyundai;Accent Era;1.5 CRDi-VGT Team;2009.0;217.000 km;;;;1493 cc;110 hp;Sedan;3 değişen, 5 boyalı;12.886643575525625
385000.0;Hyundai;Accent Era;1.5 CRDi Mode;2011.0;331.500 km;;;;1493 cc;110 hp;Sedan;3 değişen, 5 boyalı;12.861001210669146
455000.0;Hyundai;Getz;1.5 VGT HY KLM;2007.0;224.000 km;;;;1493 cc;110 hp;Hatchback/5;1 boyalı;13.02805489573287
700000.0;Hyundai;Getz;1.4 DOHC Start;2010.0;59.000 km;;;;1399 cc;97 hp;Hatchback/5;3 boyalı;13.45883704259595
865000.0;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2016.0;170.000 km;;;;1368 cc;100 hp;Sedan;5 boyalı;13.670485941982712
1100000.0;Hyundai;Elantra;1.6 D-CVVT Style;2014.0;155.000 km;;;;1591 cc;127 hp;Sedan;Tamamı orjinal;13.910821646859095
740000.0;Hyundai;i20;1.4 CVVT Jump;2012.0;190.500 km;;;;1396 cc;100 hp;Hatchback/5;5 boyalı;13.51440681653079
700000.0;Hyundai;i20;1.4 CVVT Jump;2012.0;160.000 km;;;;1396 cc;100 hp;Hatchback/5;5 boyalı;13.45883704259595
1060000.0;Hyundai;i20;1.4 MPI Style;2020.0;28.000 km;;;;1368 cc;100 hp;Hatchback/5;1 değişen;13.87378040948403
500000.0;Hyundai;i10;1.0 D-CVVT Style;2015.0;166.890 km;;;;1200 cm3' e kadar;51 - 75 HP;Hatchback/5;1 boyalı;13.122365377402328
269000.0;Hyundai;Getz;1.5 CRDi VGT Start;2008.0;185.000 km;;;;1493 cc;88 hp;Hatchback/5;Belirtilmemiş;12.502470376049185
1080000.0;Hyundai;Elantra;1.6 D-CVVT Style;2017.0;106.650 km;;;;1591 cc;127 hp;Sedan;2 boyalı;13.8924725250259
499750.0;Hyundai;Getz;1.5 CRDi VGT;2010.0;130.000 km;;;;1401 - 1600 cm3;76 - 100 HP;Hatchback/5;1 değişen, 1 boyalı;13.121865253361145
385000.0;Hyundai;Accent;1.3 Admire;2005.0;299.200 km;;;;1341 cc;86 hp;Sedan;1 değişen, 9 boyalı;12.861001210669146
1170000.0;Hyundai;Elantra;1.6 D-CVVT Style;2017.0;130.000 km;;;;1591 cc;127 hp;Sedan;Belirtilmemiş;13.972515161474428
330000.0;Hyundai;Accent;1.3 LX;2003.0;293.000 km;;;;1341 cc;86 hp;Sedan;Tamamı orjinal;12.706850963741102
589000.0;Hyundai;i20;1.2 D-CVVT Jump;2014.0;179.649 km;;;;1248 cc;85 hp;Hatchback/5;Belirtilmemiş;13.286183160425152
960000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017.0;156.000 km;;;;1582 cc;136 hp;Sedan;Tamamı orjinal;13.774689605110144
830000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2015.0;198.500 km;;;;1582 cc;136 hp;Sedan;1 değişen, 6 boyalı;13.629182184591333
600000.0;Hyundai;i20;1.2 MPI Jump;2014.0;162.000 km;;;;1248 cc;84 hp;Hatchback/5;3 değişen, 1 boyalı;13.304686600863562
1100000.0;Hyundai;i20;1.4 MPI Jump;2022.0;93.900 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal;13.910821646859095
250000.0;Hyundai;Accent;1.3 LS;2000.0;370.000 km;;;;1341 cc;75 hp;Sedan;Tamamı orjinal;12.429220196836383
235500.0;Hyundai;Accent;1.5 CRDi Admire;2004.0;204.000 km;;;;1493 cc;82 hp;Sedan;2 boyalı;12.369470438714096
800000.0;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2016.0;107.000 km;;;;;;Sedan;Belirtilmemiş;13.592368256649284
800000.0;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2016.0;107.000 km;;;;;;Sedan;Belirtilmemiş;13.592368256649284
475000.0;Hyundai;Getz;1.4 DOHC Start;2010.0;303.000 km;;;;1399 cc;97 hp;Hatchback/5;Belirtilmemiş;13.07107218827772
180000.0;Hyundai;Elantra;1.6 GL;1999.0;400.000 km;;;;1599 cc;114 hp;Sedan;11 boyalı;12.100717685412471
759900.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017.0;230.801 km;;;;1582 cc;136 hp;Sedan;6 boyalı;13.540943440619637
759900.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017.0;216.996 km;;;;1582 cc;136 hp;Sedan;8 boyalı;13.540943440619637
995000.0;Hyundai;i30;1.6 CRDi Elite;2012.0;148.000 km;;;;1582 cc;128 hp;Hatchback/5;2 değişen;13.81049902116535
650000.0;Hyundai;Accent Blue;1.6 CRDI Biz;2012.0;186.000 km;;;;1582 cc;128 hp;Sedan;2 değişen, 2 boyalı;13.384729180332174
320000.0;Hyundai;Accent;1.3 LX;2002.0;146.000 km;;;;1341 cc;86 hp;Sedan;1 değişen, 1 boyalı;12.676079399771027
479550.0;Hyundai;i20 Troy;1.4 CRDi Mode;2012.0;226.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;1 değişen, 8 boyalı;13.080605528442215
435000.0;Hyundai;Accent Era;1.4 Mode;2011.0;181.000 km;;;;1399 cc;97 hp;Sedan;3 değişen, 1 boyalı;12.983103608918753
845000.0;Hyundai;i20;1.2 MPI Style;2015.0;82.000 km;;;;1248 cc;84 hp;Hatchback/5;Belirtilmemiş;13.647093089770562
428000.0;Hyundai;Getz;1.5 CRDi VGT;2007.0;216.000 km;;;;1493 cc;88 hp;Hatchback/5;1 değişen, 11 boyalı;12.966880811009803
205000.0;Hyundai;Accent;1.5 CRDi Admire;2005.0;330.000 km;;;;1493 cc;82 hp;Sedan;Belirtilmemiş;12.230770136157428
420000.0;Hyundai;Accent;1.3 LX;2002.0;290.000 km;;;;1341 cc;86 hp;Sedan;2 değişen, 10 boyalı;12.948012371209098
699000.0;Hyundai;i30;1.6 CRDi Style;2012.0;275.000 km;;;;1582 cc;128 hp;Hatchback/5;1 değişen, 1 boyalı;13.457407451830088
569500.0;Hyundai;Accent Blue;1.6 CRDI Biz;2015.0;237.000 km;;;;1582 cc;136 hp;Sedan;2 boyalı;13.252515817794084
241500.0;Hyundai;Accent;1.3 LX;1998.0;325.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;Belirtilmemiş;12.394628892852941
275000.0;Hyundai;Accent;1.5 CRDi Admire;2003.0;300.000 km;;;;1493 cc;82 hp;Sedan;Belirtilmemiş;12.524530013005734
265000.0;Hyundai;Accent;1.3 LX;1999.0;187.500 km;;;;1341 cc;86 hp;Sedan;Belirtilmemiş;12.487488878546145
225000.0;Hyundai;Accent;1.5 CRDi Admire;2005.0;336.000 km;;;;1493 cc;82 hp;Sedan;Belirtilmemiş;12.323860125621126
225000.0;Hyundai;Accent;1.5 CRDi Admire;2005.0;336.000 km;;;;1493 cc;82 hp;Sedan;Belirtilmemiş;12.323860125621126
1425000.0;Hyundai;i20;1.0 T-GDI Elite;2024.0;16.700 km;;;;-;-;Hatchback/5;Belirtilmemiş;14.169683073439028
235000.0;Hyundai;Accent;1.5 CRDi Admire;2005.0;277.000 km;;;;1493 cc;82 hp;Sedan;2 boyalı;12.367345048436391
1100000.0;Hyundai;i20;1.4 CVVT Elite;2017.0;92.000 km;;;;;;Hatchback/5;1 boyalı;13.910821646859095
997000.0;Hyundai;i20;1.4 MPI Jump;2022.0;168.000 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal;13.8125070519525
650000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2014.0;216.600 km;;;;1582 cc;136 hp;Sedan;3 değişen, 9 boyalı;13.384729180332174
1350000.0;Hyundai;i20;1.4 MPI Style;2024.0;16.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal;14.115615891155079
608000.0;Hyundai;Accent Blue;1.6 CRDI Biz;2013.0;214.500 km;;;;1582 cc;128 hp;Sedan;3 boyalı;13.317931805683793
510000.0;Hyundai;Accent Era;1.5 CRDi Team;2009.0;198.000 km;;;;1493 cc;110 hp;Sedan;4 boyalı;13.1421679654829
540000.0;Hyundai;Accent Era;1.6 Expo Platinum;2010.0;217.000 km;;;;1599 cc;112 hp;Sedan;1 değişen;13.199326270390594
480000.0;Hyundai;Accent Era;1.5 CRDi-VGT Team;2009.0;200.000 km;;;;1493 cc;110 hp;Sedan;3 değişen, 1 boyalı;13.081543466215237
1165000.0;Hyundai;i20;1.4 MPI Jump;2023.0;61.300 km;;;;1368 cc;100 hp;Hatchback/5;Belirtilmemiş;13.968232503350668
580000.0;Hyundai;Getz;1.4 DOHC AB AC;2007.0;182.600 km;;;;1399 cc;97 hp;Hatchback/5;3 boyalı;13.270785106659046
900000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017.0;185.500 km;;;;1582 cc;136 hp;Sedan;Belirtilmemiş;13.710151153416941
440000.0;Hyundai;Getz;1.3 GLS;2004.0;205.000 km;;;;1341 cc;82 hp;Hatchback/5;1 değişen, 1 boyalı;12.994532278619134
240000.0;Hyundai;Accent;1.5 GLS;1999.0;322.000 km;;;;1495 cc;92 hp;Sedan;Belirtilmemiş;12.388398368982115
210000.0;Hyundai;Accent;1.5 LX;1998.0;280.000 km;;;;1341 cc;75 hp;Sedan;Belirtilmemiş;12.25486757159303
475000.0;Hyundai;i20;1.4 CRDi Team;2011.0;217.000 km;;;;1396 cc;75 hp;Hatchback/5;4 boyalı;13.07107218827772
610000.0;Hyundai;i20;1.4 CRDi Jump;2015.0;262.000 km;;;;1396 cc;90 hp;Hatchback/5;4 boyalı;13.321215875492413
285000.0;Hyundai;Getz;1.3 GLS;2005.0;305.000 km;;;;1341 cc;82 hp;Hatchback/5;3 değişen, 9 boyalı;12.560247968016562
285000.0;Hyundai;Getz;1.3 GLS;2005.0;305.000 km;;;;1341 cc;82 hp;Hatchback/5;3 değişen, 9 boyalı;12.560247968016562
125000.0;Hyundai;Excel;1.5 GLS;1992.0;580.000 km;;;;1468 cc;71 hp;Sedan;12 boyalı;11.736077016252437
615000.0;Hyundai;i20;1.2 MPI Style;2015.0;126.000 km;;;;5001 - 5500 cm3;226 - 250 HP;Hatchback/5;1 boyalı;13.329379172803593
295000.0;Hyundai;Getz;1.4 DOHC HY KLM;2007.0;198.000 km;;;;1399 cc;97 hp;Hatchback/5;11 boyalı;12.59473402514672
815000.0;Hyundai;i20;1.2 MPI Jump;2017.0;95.500 km;;;;1248 cc;84 hp;Hatchback/5;Belirtilmemiş;13.610944619216111
1173500.0;Hyundai;Elantra;1.6 CRDi Style Plus;2018.0;205.000 km;;;;1582 cc;136 hp;Sedan;4 boyalı;13.975502146424535
1099000.0;Hyundai;i20;1.4 MPI Style;2023.0;24.000 km;;;;1368 cc;100 hp;Hatchback/5;1 boyalı;13.909912143303451
1135000.0;Hyundai;i20;1.4 MPI Elite;2015.0;63.000 km;;;;1368 cc;100 hp;Hatchback/5;4 boyalı;13.942144089954521
430000.0;Hyundai;i10;1.1 Select;2010.0;212.000 km;;;;;;Hatchback/5;Belirtilmemiş;12.971542813248437
317500.0;Hyundai;Getz;1.5 CRDi GL Active;2005.0;285.000 km;;;;1493 cc;82 hp;Hatchback/5;Belirtilmemiş;12.668236246916223
595000.0;Hyundai;i20;1.4 CRDi Jump;2014.0;291.000 km;;;;1396 cc;90 hp;Hatchback/5;3 değişen, 3 boyalı;13.296318365198623
180000.0;Hyundai;Accent;1.3 GLS;1998.0;295.000 km;;;;1341 cc;75 hp;Hatchback/5;Belirtilmemiş;12.100717685412471
495000.0;Hyundai;Accent Era;1.4 Team;2010.0;296.000 km;;;;1399 cc;97 hp;Sedan;Tamamı orjinal;13.112315061750808
570000.0;Hyundai;i10;1.0 D-CVVT Style;2015.0;189.000 km;;;;998 cc;65 hp;Hatchback/5;2 boyalı;13.25339339419516
975000.0;Hyundai;i20;1.4 MPI Elite;2015.0;152.000 km;;;;1368 cc;100 hp;Hatchback/5;1 değişen, 1 boyalı;13.790193775620484
790000.0;Hyundai;Elantra;1.6 CRDi Style;2014.0;180.000 km;;;;1582 cc;136 hp;Sedan;Tamamı orjinal;13.579789490265188
1083000.0;Hyundai;i20;1.4 MPI Style;2017.0;95.000 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal;13.895246449343736
475000.0;Hyundai;Accent Era;1.5 CRDi-VGT Team;2011.0;310.000 km;;;;1493 cc;110 hp;Sedan;Belirtilmemiş;13.07107218827772
425000.0;Hyundai;Accent Era;1.6 Expo Platinum;2009.0;501.000 km;;;;1599 cc;112 hp;Sedan;1 değişen, 12 boyalı;12.959846800844963
800000.0;Hyundai;i20;1.4 CRDi Jump;2015.0;175.000 km;;;;1396 cc;90 hp;Hatchback/5;Belirtilmemiş;13.592368256649284
1040000.0;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012.0;158.460 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;105 hp;Hatchback/3;Tamamı orjinal;13.854732232655556
1495000.0;Audi;A4;A4 Sedan 1.4 TFSI Design;2015.0;124.000 km;Yarı Otomatik;54 lt;Beyaz;1395 cc;150 hp;Sedan;2 değişen, 1 boyalı;14.217637433703022
1699999.0;Audi;A4;A4 Sedan 2.0 TDI Dynamic;2017.0;279.000 km;Yarı Otomatik;40 lt;Beyaz;1968 cc;190 hp;Sedan;Tamamı orjinal;14.346138809026444
1850000.0;Audi;A6;A6 Sedan 2.0 TDI;2015.0;260.000 km;Yarı Otomatik;65 lt;Beyaz;1968 cc;190 hp;Sedan;Belirtilmemiş;14.430696737594902
1255000.0;Audi;A4;A4 Sedan 2.0 TFSI Quattro;2011.0;170.000 km;Yarı Otomatik;65 lt;Siyah;1984 cc;211 hp;Sedan;1 değişen, 3 boyalı;14.042646927360453
2300000.0;Audi;A6;A6 Sedan 2.0 TDI Quattro;2016.0;185.000 km;Yarı Otomatik;65 lt;Beyaz;1968 cc;190 hp;Sedan;5 boyalı;14.648420115681892
1275000.0;Audi;A4;A4 Sedan 2.0 TDI;2014.0;241.000 km;Otomatik;63 lt;Beyaz;1968 cc;150 hp;Sedan;3 boyalı;14.058457520888082
1090000.0;Audi;A3;A3 Sportback 1.6 TDI Ambition;2015.0;264.000 km;Otomatik;Dizel;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;2 değişen, 1 boyalı;13.901689171636098
370000.0;Audi;A3;A3 Hatchback 1.6 Ambition;1999.0;285.000 km;Otomatik;LPG & Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/3;Tamamı orjinal;12.821260987319457
1969500.0;Audi;A4;A4 Sedan 1.4 TFSI Design;2015.0;55.000 km;Yarı Otomatik;54 lt;Siyah;1395 cc;150 hp;Sedan;Tamamı orjinal;14.49329076913605
1090000.0;Audi;A4;A4 Sedan 2.0 TDI;2015.0;309.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;176 - 200 HP;Sedan;1 değişen, 3 boyalı;13.901689171636098
1085000.0;Audi;A3;A3 Sportback 1.6 TDI Attraction;2012.0;143.000 km;Yarı Otomatik;55 lt;Siyah;1598 cc;105 hp;Hatchback/5;5 boyalı;13.897091466615258
1269000.0;Audi;A3;A3 Sportback 1.6 TDI Attraction;2014.0;130.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Belirtilmemiş;14.053740534718278
1135000.0;Audi;A3;A3 Sedan 1.0 TFSI Dynamic;2016.0;192.000 km;Yarı Otomatik;50 lt;Beyaz;999 cc;116 hp;Sedan;4 değişen;13.942144089954521
1750000.0;Audi;A6;A6 Sedan 2.0 TDI;2014.0;245.000 km;Otomatik;Dizel;Siyah;1801 - 2000 cm3;176 - 200 HP;Sedan;4 boyalı;14.375126917328105
3275000.0;Audi;A5;A5 Sportback 40 TDI Quattro Advanced;2020.0;130.000 km;Yarı Otomatik;58 lt;Siyah;1968 cc;204 hp;-;Belirtilmemiş;15.001828732394953
3675000.0;Audi;A5;A5 Sportback 40 TDI Quattro S Line;2021.0;79.900 km;Otomatik;Dizel;Mavi;1801 - 2000 cm3;201 - 225 HP;Hatchback/5;Tamamı orjinal;15.11706396273788
865000.0;Audi;A3;A3 Sportback 1.6 Ambition;2008.0;188.000 km;Yarı Otomatik;55 lt;Siyah;1595 cc;102 hp;Hatchback/3;Tamamı orjinal;13.670485941982712
1945000.0;Audi;A3;A3 Sportback 35 TFSI Advanced;2022.0;54.000 km;Yarı Otomatik;50 lt;Siyah;1498 cc;150 hp;Hatchback/5;1 değişen, 1 boyalı;14.480773049173369
1440000.0;Audi;A3;A3 Sportback 30 TFSI Dynamic;2019.0;117.500 km;Otomatik;Benzin;Beyaz;1200 cm3' e kadar;101 - 125 HP;Hatchback/5;2 boyalı;14.180154365996387
1075000.0;Audi;A4;A4 Sedan 2.0 TDI Quattro;2013.0;269.000 km;Yarı Otomatik;63 lt;Siyah;1968 cc;177 hp;Sedan;Tamamı orjinal;13.887832149776026
1365000.0;Audi;A3;A3 Sedan 1.6 TDI S Line;2015.0;225.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Sedan;3 boyalı;14.126665719201661
1290000.0;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017.0;190.000 km;Yarı Otomatik;50 lt;Siyah;1598 cc;116 hp;Sedan;1 değişen, 4 boyalı;14.070153551531353
850000.0;Audi;A6;A6 Sedan 3.0 TDI Quattro;2005.0;380.000 km;Otomatik;80 lt;Gri (Gümüş);2967 cc;233 hp;Sedan;2 değişen;13.652992804936396
5385000.0;Audi;A5;A5 Sportback 40 TDI Quattro S Line;2022.0;99.000 km;Yarı Otomatik;58 lt;Gri;1968 cc;204 hp;Hatchback/5;Tamamı orjinal;15.49912805427363
1685000.0;Audi;A6;A6 Sedan 2.0 TDI;2012.0;198.000 km;Otomatik;65 lt;Beyaz;1968 cc;177 hp;Sedan;3 boyalı;14.337276715240233
2019900.0;Audi;A3;A3 Sedan 35 TFSI Advanced;2022.0;158.500 km;Otomatik;Hibrit;Gri;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal;14.518559058275374
2395000.0;Audi;A6;A6 Sedan 2.0 TDI Quattro;2018.0;270.000 km;Yarı Otomatik;65 lt;Siyah;1968 cc;190 hp;Sedan;1 boyalı;14.6888942063636
532000.0;Audi;A3;A3 Sportback 1.6 Ambition;2006.0;226.000 km;Düz;55 lt;Siyah;1595 cc;102 hp;Hatchback/3;1 değişen, 10 boyalı;13.184400648021263
1425000.0;Audi;A3;A3 Sportback 1.6 TDI Design Line;2017.0;195.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Belirtilmemiş;14.169683073439028
1700000.0;Audi;A4;A4 Sedan 1.4 TFSI Dynamic;2016.0;302.000 km;Yarı Otomatik;54 lt;Siyah;1395 cc;150 hp;Sedan;4 boyalı;14.346139397261565
1090000.0;Audi;A3;A3 Sedan 1.6 TDI Ambition;2015.0;249.000 km;Otomatik;Dizel;Siyah;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal;13.901689171636098
1145000.0;Audi;A4;A4 Sedan 2.0 TDI;2011.0;191.000 km;Otomatik;65 lt;Beyaz;1968 cc;143 hp;Sedan;1 değişen, 3 boyalı;13.95091606833254
1180000.0;Audi;A4;A4 Sedan 2.0 TDI;2013.0;249.000 km;Otomatik;63 lt;Siyah;1968 cc;150 hp;Sedan;Tamamı orjinal;13.981025843899115
2100000.0;Audi;S;S3 2.0 TFSI Quattro;2014.0;170.000 km;Otomatik;Benzin;Siyah;1801 - 2000 cm3;276 - 300 HP;Sedan;2 boyalı;14.557448378884015
1179000.0;Audi;A3;A3 Sportback 1.6 TDI Ambition;2013.0;156.700 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;7 boyalı;13.980178027695569
1515000.0;Audi;A3;A3 Sedan 1.6 TDI Ambiente;2015.0;115.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal;14.230926656991395
2425000.0;Audi;A6;A6 Sedan 2.0 TDI Quattro;2016.0;235.000 km;Yarı Otomatik;65 lt;Gri;1968 cc;190 hp;Sedan;3 boyalı;14.70134249472477
1149000.0;Audi;A6;A6 Sedan 2.0 TDI;2012.0;372.000 km;Otomatik;65 lt;Beyaz;1968 cc;177 hp;Sedan;1 değişen;13.954403427152533
1320000.0;Audi;A4;A4 Sedan 2.0 TDI;2015.0;224.000 km;Otomatik;Dizel;Beyaz;1801 - 2000 cm3;126 - 150 HP;Sedan;3 boyalı;14.093143052138025
2125000.0;Audi;A3;A3 Sportback 35 TFSI Advanced;2023.0;69.000 km;Yarı Otomatik;50 lt;Beyaz;1498 cc;150 hp;Hatchback/5;Tamamı orjinal;14.56928283092878
1235000.0;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013.0;207.500 km;Yarı Otomatik;50 lt;Siyah;1598 cc;105 hp;Sedan;3 boyalı;14.026582337760486
1655000.0;Audi;A3;A3 Sportback 1.6 TDI Ambiente;2016.0;132.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Hatchback/5;Tamamı orjinal;14.319312171022725
3110000.0;Audi;A4;A4 Sedan 45 TFSI Quattro Advanced;2020.0;110.000 km;Otomatik;Benzin;Siyah;1801 - 2000 cm3;251 - 275 HP;Sedan;Tamamı orjinal;14.950133605698774
1769000.0;Audi;A4;A4 Sedan 1.4 TFSI Design;2017.0;187.000 km;Yarı Otomatik;54 lt;Gri;1395 cc;150 hp;Sedan;3 boyalı;14.385925538432888
2555000.0;Audi;A3;A3 Sportback 35 TFSI Advanced;2025.0;6.001 km;Otomatik;Hibrit;Beyaz;1401 - 1600 cm3;151 - 175 HP;Coupe;Tamamı orjinal;14.753563173009297
1379900.0;Audi;A3;A3 Sedan 1.0 TFSI Dynamic;2016.0;145.000 km;Yarı Otomatik;50 lt;Beyaz;999 cc;116 hp;Sedan;Tamamı orjinal;14.137522315429578
1150000.0;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013.0;194.000 km;Yarı Otomatik;50 lt;Füme;1598 cc;105 hp;Sedan;1 değişen, 5 boyalı;13.955273369904273
1800000.0;Audi;A4;A4 Sedan 1.4 TFSI Dynamic;2017.0;221.000 km;Yarı Otomatik;54 lt;Siyah;1395 cc;150 hp;Sedan;Tamamı orjinal;14.403297778421795
2049000.0;Audi;A3;A3 Sedan 35 TFSI Advanced;2022.0;114.000 km;Otomatik;Benzin;Siyah;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal;14.532862915263866
1299999.0;Audi;A3;A3 Sedan 1.6 TDI Design Line;2018.0;196.000 km;Otomatik;Dizel;Mavi;;;Sedan;2 değişen, 4 boyalı;14.077874822431765
730000.0;Audi;A3;A3 Sportback 1.4 TFSI Attraction;2009.0;303.000 km;Yarı Otomatik;55 lt;Siyah;1390 cc;125 hp;Hatchback/5;10 boyalı;13.500801182986649
1450000.0;Audi;A3;A3 Sedan 1.6 TDI Dynamic;2017.0;149.600 km;Yarı Otomatik;50 lt;Gri;1598 cc;116 hp;Sedan;4 boyalı;14.187074804051692
1635000.0;Audi;A3;A3 Sedan 30 TDI Dynamic;2019.0;198.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;116 hp;Sedan;1 değişen;14.3071539739341
1050000.0;Audi;A3;A3 Sedan 1.6 TDI Ambition;2013.0;285.000 km;Yarı Otomatik;50 lt;Gri;1598 cc;105 hp;Sedan;7 boyalı;13.864301674514206
1825000.0;Audi;A3;A3 Sedan 1.5 TFSI Sport Line;2020.0;95.000 km;Otomatik;Benzin;Gri;;;Sedan;1 değişen;14.417091092943783
1920000.0;Audi;A5;A5 Sportback 2.0 TDI Quattro;2015.0;180.000 km;Yarı Otomatik;63 lt;Beyaz;1968 cc;177 hp;Hatchback/5;1 boyalı;14.467836264837162
810000.0;Audi;A3;A3 Sportback 1.6 Sportback Standart;2006.0;132.000 km;Otomatik;55 lt;Mavi;1595 cc;102 hp;Hatchback/5;Belirtilmemiş;13.60479076121576
1690000.0;Audi;A3;A3 Sedan 30 TDI Design;2019.0;187.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;116 hp;Sedan;Belirtilmemiş;14.340239678615058
