Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
450.000 TL;Skoda;Fabia;1.4 TDI Ambiente;2005;183.000 km;Düz;45 lt;Gri;1422 cc;75 hp;Hatchback/5;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-skoda-fabia-1-4-tdi-ambiente/sahibinden-skoda-fabia-1-4-tdi-ambiente-2005-model/35267950
450.000 TL;Skoda;Octavia;1.6 Tour;2007;229.000 km;Düz;55 lt;Gri (Gümüş);1595 cc;102 hp;Hatchback/5;29.Kas.25;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-skoda-octavia-1-6-tour/sahibinden-skoda-octavia-1-6-tour-2007-model/32983256
1.285.000 TL;Skoda;Octavia;1.6 TDI Optimal;2018;206.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-optimal/2018-oktavia-otomatik-boyasiz-ciziksiz-yetkili-servis-bakimli/35214325
2.156.500 TL;Skoda;Octavia;2.0 TSI RS;2018;58.000 km;Yarı Otomatik;50 lt;Beyaz;1984 cc;230 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-2-0-tsi-rs/bilgicten-trde-tek-octavia-wrs-yeni-kasa-boyasiz-kayitsiz/34838287
"875.000 TL
865.000 TL";Skoda;Fabia;1.2 TSI Style;2015;188.000 km;Yarı Otomatik;45 lt;Mavi;1197 cc;110 hp;Hatchback/5;29.Kas.25;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-fabia-1-2-tsi-style/aldatmaz-2015-skoda-fabia-1-2-style-otomatik/34757144
3.050.000 TL;Skoda;SuperB;1.5 TSI Premium;2025;6.001 km;Yarı Otomatik;66 lt;Siyah;1498 cc;150 hp;Station wagon;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-5-tsi-premium/cavus-tan-hatasiz-superb-1-5-tsi-premium-hybrid-hayalet-masaj/34755560
1.285.000 TL;Skoda;Octavia;1.6 TDI Style CR;2015;125.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Hatchback/5;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-octavia-1-6-tdi-style-cr/2015-hatasiz-boyasiz-otomatik-skoda-octavia-style-paket-7-ileri/34755403
2.235.000 TL;Skoda;SuperB;1.5 TSI Prestige;2022;95.000 km;Yarı Otomatik;66 lt;Gri;1498 cc;150 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-superb-1-5-tsi-prestige/hatasiz-2022-superb-prestige-1-5tsi-4k-isitma-cam-tavan-elk-bgj/34131129
930.000 TL;Skoda;Rapid;1.2 TSI Spaceback Style;2015;128.000 km;Yarı Otomatik;55 lt;Beyaz;1197 cc;90 hp;Hatchback/5;29.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-skoda-rapid-1-2-tsi-spaceback-style/buhara-auto-dan-otomatik-skoda-rapid-spaceback-style-dusuk-km/34131071
1.550.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018;76.000 km;Otomatik;47 lt;Mavi;1597 cc;125 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-executive/hatasiz-executive-paket-full-2018-model-fabrikasyon-lpg/31326455
795.000 TL;Honda;City;1.4 LS;2011;176.000 km;Otomatik;42 lt;Gri (Gümüş);1339 cc;100 hp;Sedan;29.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-city-1-4-ls/hatasiz-honda-city-otomatik-vites-yetkili-servis-bakimli-emsalsiz-orjinal/35060802
1.330.000 TL;Honda;Civic;1.6 i-DTEC Elegance;2018;122.000 km;Otomatik;46 lt;Beyaz;1597 cc;120 hp;Sedan;29.Kas.25;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-dtec-elegance/sonkan-motors-dan-kusursuz-yakit-cimrisi-honda-civic/34534189
1.710.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2020;49.000 km;Otomatik;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;28.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/hatasiz-boyasiz-honda-civic-eco-elegance-49-000-km-de/35253163
1.550.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018;111.000 km;Otomatik;47 lt;Gri;1597 cc;125 hp;Sedan;28.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-executive/2018-honda-civic-1-6-i-vtec-eco-executive-k-kartina-12-taksit/35027230
1.490.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2019;109.000 km;Otomatik;47 lt;Beyaz;1597 cc;125 hp;Sedan;28.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-elegance/2019-honda-civic-1-6-i-vtec-elegance-hatasiz-k-kartina-12-taksit/35027143
1.245.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2014;133.000 km;Otomatik;50 lt;Beyaz;1598 cc;125 hp;Sedan;27.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/aciklamadaki-numarayi-arayin-degisensiz-boyasiz-hasar-kayitsiz-tam-otomatik/35234275
965.000 TL;Honda;Civic;1.6 i-VTEC Eco Premium;2013;171.000 km;Otomatik;50 lt;Gri;1595 cc;125 hp;Sedan;27.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-premium/bulut-otomotiv-den-2013-honda-civic-171000-km-otomatik-lpg/35129547
1.535.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2021;150.000 km;Yarı Otomatik;46 lt;Beyaz;1597 cc;125 hp;Sedan;27.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/hanbey-motors-2021-honda-civic-hatasiz-boyasiz-fab-lpg-eco/34674832
1.045.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012;130.000 km;Otomatik;50 lt;Gri;1595 cc;125 hp;Sedan;26.Kas.25;8 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/galeriden-honda-civic-1-6-i-vtec-eco-elegance-2012-model-antalya/35196174
1.195.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2016;199.000 km;Yarı Otomatik;47 lt;Gri (Gümüş);1597 cc;125 hp;Sedan;26.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/hatasiz-degisensiz-2016-honda-civic-orjinal-lpg/35193177
1.680.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2021;77.000 km;Otomatik;LPG & Benzin;Lacivert;1601 - 1800 cm3;;Sedan;26.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/garantili-aileden-2021-model-sunrooflu-otomatik-vites-77-000-km-fabrikasyon-lpg/35166913
1.149.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2011;99.000 km;Otomatik;50 lt;Gri;1595 cc;125 hp;Sedan;26.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-elegance/ilk-elden-2011-model-civic-boyasiz-vsa-li-elegance-99-000-km/34625859
1.305.000 TL;Honda;City;1.5 i-VTEC Executive;2023;27.000 km;Otomatik;40 lt;Kahverengi;1498 cc;121 hp;Sedan;26.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-city-1-5-i-vtec-executive/arsa-otomotiv-den-hatasiz-boyasiz-ciziksiz-dusuk-km-2024-cikisli/33972790
1.149.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012;162.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;25.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/2012-hayasiz-boyasiz-162000-kmde-otomatik-eco-elegans-lpg-li/35131544
890.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2013;270.000 km;Otomatik;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;25.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/tertemiz-fb7/34534514
1.405.900 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018;165.000 km;Otomatik;47 lt;Bordo;1597 cc;125 hp;Sedan;24.Kas.25;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-executive/2018-honda-civic-1-6i-vtec-eco-executive-fuul-servis-bakimli/34575294
920.000 TL;Honda;Civic;1.6 i-VTEC Eco Premium;2014;150.000 km;Düz;Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;24.Kas.25;7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-premium/dagdeviren-oto-dan-2014-model-honda-civic-1-6i-vtec-eco-premium/33916668
760.000 TL;Honda;Civic;1.6 i-VTEC Premium;2010;259.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;22.Kas.25;1 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-premium/galeriden-honda-civic-1-6-i-vtec-premium-2010-model-konya/35037596
1.110.000 TL;Honda;Civic;1.5 i-VTEC RS;2017;158.850 km;Otomatik;46 lt;Beyaz;1498 cc;182 hp;Sedan;22.Kas.25;2 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-5-i-vtec-rs/gilgil-auto-2017-honda-civic-1-5-vtec-rs-exc-182-hp-deri-sunroof/34458956
1.355.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2019;165.000 km;Otomatik;LPG & Benzin;Mavi;1401 - 1600 cm3;101 - 125 HP;Sedan;22.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-executive/2019-honda-civic-eco-executive-fabrikasyon-lpg-km-162km/33850175
1.215.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018;135.000 km;Otomatik;47 lt;Siyah;1597 cc;125 hp;Sedan;22.Kas.25;5 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-executive/2018-model-honda-civic-1-6i-vtec-eco-executive-135-bin-km-de/33850169
1.599.000 TL;Honda;Civic;1.5 i-VTEC Elegance;2021;104.000 km;Otomatik;47 lt;Lacivert;1498 cc;182 hp;Sedan;17.Kas.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-5-i-vtec-elegance/2021-civic-otomatik-degisensiz-182-beygir-sunroof-lu-1-5-vtec/34536812
1.398.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2018;136.000 km;Yarı Otomatik;47 lt;Beyaz;1597 cc;125 hp;Sedan;17.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/hatasiz-boyasiz-136-bin-km-de-2018-model-eco-elegance-lpg-li/33642799
1.285.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2017;145.000 km;Otomatik;LPG & Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Sedan;15.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/sf-motors-2017-honda-civic-eco-elegance-otomatik-sanroof/34786975
519.000 TL;Honda;Civic;1.6 i-VTEC Dream;2007;322.000 km;Düz;50 lt;Siyah;1595 cc;125 hp;Sedan;15.Kas.25;2 değişen, 9 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-dream/2007-civic-1-6-i-vtec-dream/32692728
"698.500 TL
659.500 TL";Honda;Accord;2.0 Executive;2008;397.000 km;Otomatik;LPG & Benzin;Siyah;1801 - 2000 cm3;151 - 175 HP;Sedan;14.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-accord-2-0-executive/celik-den-2008-honda-accord-yeni-kasa-sanroof-deri-otomtk-full/34751482
1.295.000 TL;Honda;City;1.5 i-VTEC Executive;2022;30.500 km;Otomatik;40 lt;Beyaz;1498 cc;121 hp;Sedan;11.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-city-1-5-i-vtec-executive/boyasiz-2022-city-1-5-excuvite-otm-30binde-sedefli-beyaz/34574577
"1.765.000 TL
1.695.000 TL";Honda;Civic;1.6 i-VTEC ECO Elegance;2021;69.000 km;Yarı Otomatik;46 lt;Beyaz;1597 cc;125 hp;Sedan;8.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/2021-boyasiz-servis-bakimli-ekstrali-fabrikasyon-lpgli-civic/34466205
1.715.000 TL;Honda;Civic;1.5 i-VTEC Executive Plus;2021;125.000 km;Otomatik;47 lt;Bordo;1498 cc;182 hp;Sedan;3.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-5-i-vtec-executive-plus/ilk-elden-full-full-hatasiz-boyasiz/33504203
1.250.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2014;82.000 km;Otomatik;50 lt;Beyaz;1598 cc;125 hp;Sedan;30.Eki.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/galeriden-honda-civic-1-6-i-vtec-eco-elegance-82-bin-km-de2014-model-kayseri/33342532
425.000 TL;Honda;Civic;1.6 i-VTEC LS;2005;295.000 km;Düz;50 lt;Gri;1590 cc;110 hp;Sedan;28.Eki.25;2 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-ls/2005-vtec2-honda-civic-1-6-vtec-masrafsiz-klimali/33049223
985.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2013;217.000 km;Düz;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;19.Eki.25;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/degisensiz-tramersiz-eco-elegance/33255600
1.100.750 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2014;126.000 km;Otomatik;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;29.Kas.25;1 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-6-i-vtec-eco-elegance/cakir-mete-den-2014-model-civic-1-6-otomatik-126-000-km-de/35209705
350.000 TL;Honda;Integra;1.Ağu;1991;320.000 km;Düz;LPG & Benzin;Mavi;1834 cc;132 hp;Sedan;28.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-integra-1-8/bef-motors-1991-honda-integra-1-8-ls-benzin-lpg-otomatik-extrali/35267258
445.000 TL;Honda;City;1.4 Elite;2008;196.000 km;Düz;42 lt;Bej;1339 cc;83 hp;Sedan;27.Kas.25;1 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-city-1-4-elite/sefa-gogne-den-2008-model-honda-city-elite-196-000-km-de/34674655
323.500 TL;Honda;Civic;1.4 i S;1998;310.025 km;Otomatik;55 lt;Gri (Gümüş);1396 cc;90 hp;Sedan;29.Kas.25;3 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-4-i-s/sahibinden-honda-civic-1-4-i-s-1998-model/35300159
1.635.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2020;73.000 km;Yarı Otomatik;46 lt;Beyaz;1597 cc;125 hp;Sedan;29.Kas.25;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/sahibinden-honda-civic-1-6-i-vtec-eco-elegance-2020-model/26151542
1.750.000 TL;Honda;Civic;1.5 i-VTEC Executive Plus;2020;94.800 km;Otomatik;46 lt;Mavi;1498 cc;182 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-5-i-vtec-executive-plus/sahibinden-honda-civic-1-5-i-vtec-executive-plus-2020-model/35299505
850.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2011;256.000 km;Düz;50 lt;Beyaz;1595 cc;125 hp;Sedan;29.Kas.25;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-elegance/full-masrafsiz-bakimli-ekstrali-askeri-personelden-fd6/32944058
1.900.000 TL;Honda;Civic;1.5 i-VTEC Executive Plus;2021;72.800 km;Otomatik;Benzin;Gri;1401 - 1600 cm3;176 - 200 HP;Sedan;29.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-honda-civic-1-5-i-vtec-executive-plus/dusuk-km-hatasiz-degisensiz-tramersiz-executiv-plus/34779705
725.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2008;315.000 km;Otomatik;50 lt;Yeşil (metalik);1595 cc;125 hp;Sedan;29.Kas.25;5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-elegance/degisensiz-otomatik-civic/25214408
1.345.000 TL;Honda;Civic;1.6 i-DTEC Elegance;2018;152.680 km;Otomatik;46 lt;Beyaz;1597 cc;120 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-dtec-elegance/sahibinden-honda-civic-1-6-i-dtec-elegance-2018-model/31389610
1.325.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2017;125.500 km;Yarı Otomatik;47 lt;Mavi;1597 cc;125 hp;Sedan;29.Kas.25;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/sahibinden-honda-civic-1-6-i-vtec-eco-elegance-2017-model/35293671
1.185.000 TL;Honda;Civic;1.6 i-VTEC Dream;2016;130.000 km;Düz;50 lt;Beyaz;1598 cc;125 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-dream/sahibinden-honda-civic-1-6-i-vtec-dream-2016-model/35291631
1.375.000 TL;Honda;Civic;1.6 i-VTEC Executive;2017;144.000 km;Otomatik;47 lt;Mavi (metalik);1597 cc;125 hp;Sedan;29.Kas.25;1 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-executive/avukattan-temiz-honda-civic/35293600
490.000 TL;Honda;Jazz;1.4 ES Elite;2005;160.000 km;Düz;42 lt;Siyah;1339 cc;83 hp;Hatchback/5;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-jazz-1-4-es-elite/sahibinden-honda-jazz-1-4-es-elite-2005-model/35293420
1.360.000 TL;Honda;City;1.5 i-VTEC Executive;2024;32.000 km;Otomatik;40 lt;Kırmızı;1498 cc;121 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-city-1-5-i-vtec-executive/sahibinden-honda-city-1-5-i-vtec-executive-2024-model/35295686
1.170.000 TL;Honda;Civic;1.6 i-VTEC Eco Premium;2017;134.000 km;Düz;47 lt;Beyaz;1597 cc;125 hp;Sedan;29.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-premium/acil-firsat-araci-ese-dosta-gider/35292494
945.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2011;150.000 km;Düz;50 lt;Füme;1595 cc;125 hp;Sedan;29.Kas.25;1 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-elegance/orjinal-150-binde-elegans/35292107
225.000 TL;Honda;Accord;2.0 EX;1993;350.000 km;Düz;65 lt;Siyah;1997 cc;133 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-accord-2-0-ex/sahibinden-honda-accord-2-0-ex-1993-model/35292033
410.000 TL;Honda;Civic;1.4 i S;2001;284.000 km;Düz;45 lt;Gri;1396 cc;90 hp;Sedan;29.Kas.25;1 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-4-i-s/sahibinden-honda-civic-1-4-i-s-2001-model/35291637
625.000 TL;Honda;Civic;1.6 i-VTEC Dream;2008;201.000 km;Otomatik;50 lt;Siyah;1595 cc;125 hp;Sedan;29.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-dream/acilll-sahibinden-honda-civic-1-6-i-vtec-dream-2008-model/35289877
400.000 TL;Honda;City;1.4 Sport;2006;270.000 km;Düz;42 lt;Füme;1339 cc;83 hp;Sedan;29.Kas.25;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-city-1-4-sport/sahibinden-honda-city-1-4-sport-2006-model/35291131
625.000 TL;Honda;Civic;1.6 i-VTEC Dream;2008;201.000 km;Otomatik;50 lt;Siyah;1595 cc;125 hp;Sedan;29.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-dream/sahibinden-honda-civic-1-6-i-vtec-dream-2008-model/35289989
1.300.000 TL;Honda;City;1.5 i-VTEC Executive;2022;14.300 km;Otomatik;40 lt;Füme;1498 cc;121 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-city-1-5-i-vtec-executive/sahibinden-honda-city-1-5-i-vtec-executive-2022-model-istanbul/35290323
1.050.000 TL;Honda;Civic;1.6 i-VTEC Eco Premium;2014;168.000 km;Otomatik;50 lt;Beyaz;1598 cc;125 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-premium/sahibinden-honda-civic-1-6-i-vtec-eco-premium-2014-model/35289598
1.295.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012;107.000 km;Otomatik;50 lt;Füme;1595 cc;125 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/sahibinden-honda-civic-1-6-i-vtec-eco-elegance-2012-model/35215292
1.315.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2017;140.000 km;Otomatik;47 lt;Siyah;1597 cc;125 hp;Sedan;29.Kas.25;6 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-executive/sahibinden-honda-civic-1-6-i-vtec-eco-executive-2017-model/35288072
1.545.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2019;99.200 km;Otomatik;46 lt;Füme;1597 cc;125 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-executive/sahibinden-honda-civic-1-6-i-vtec-eco-executive-2019-model-mersin/35288337
995.500 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2017;205.000 km;Yarı Otomatik;47 lt;Beyaz;1597 cc;125 hp;Sedan;29.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/sahibinden-honda-civic-1-6-i-vtec-eco-elegance-2017-model/35286441
525.000 TL;Honda;Civic;1.6 LS;2006;338.000 km;Düz;50 lt;Gri;1590 cc;110 hp;Hatchback/5;29.Kas.25;1 değişen, 10 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-ls/sahibinden-honda-civic-1-6-ls-2006-model/35267757
1.250.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012;145.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/sahibinden-honda-civic-1-6-i-vtec-eco-elegance-2012-model/35299540
1.665.000 TL;Honda;Civic;1.5 i-VTEC Eco Elegance;2022;140.500 km;Otomatik;47 lt;Beyaz;1498 cc;129 hp;Sedan;29.Kas.25;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-5-i-vtec-eco-elegance/sahibinden-honda-civic-1-5-i-vtec-eco-elegance-2022-model/35284547
1.600.000 TL;Honda;Civic;1.6 i-VTEC Executive;2020;87.100 km;Otomatik;46 lt;Gri (Gümüş);1597 cc;125 hp;Sedan;29.Kas.25;1 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-executive/sahibinden-honda-civic-1-6-i-vtec-executive-2020-model/35296304
315.000 TL;Honda;Accord;2.0 EX;1994;336.000 km;Düz;65 lt;Füme;1997 cc;133 hp;Sedan;29.Kas.25;Tamamı boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-accord-2-0-ex/sahibinden-honda-accord-2-0-ex-1994-model/35298709
1.580.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2021;80.000 km;Yarı Otomatik;46 lt;Mavi;1597 cc;125 hp;Sedan;29.Kas.25;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/sahibinden-honda-civic-1-6-i-vtec-eco-elegance-2021-model/35284145
1.125.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2013;226.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;29.Kas.25;3 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-honda-civic-1-6-i-vtec-eco-elegance/sahibinden-honda-civic-1-6-i-vtec-eco-elegance-2013-model/35284016
