Fiyat;Marka;Seri;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Log_Fiyat;Boya;Değişen
729000.0;Fiat;Egea;2020.0;144000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.499430382731967;3;1
897000.0;Fiat;Egea;2022.0;168000;Otomatik;Dizel;Beyaz;1500.5;138.0;Sedan;13.706812255867511;4;0
637500.0;Fiat;Egea;2018.0;191000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.36531112464094;4;0
670000.0;Fiat;Egea;2020.0;184000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.415034483903348;0;0
775000.0;Fiat;Egea;2023.0;54500;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.560619598657231;2;0
700000.0;Fiat;Egea;2019.0;118000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.45883704259595;0;0
365000.0;Fiat;Linea;2012.0;576000;Yarı Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;12.807655372286902;0;0
280000.0;Fiat;Albea;2004.0;333000;Düz;Dizel;Beyaz;1242.0;80.0;Sedan;12.54254845357358;0;0
790000.0;Fiat;Egea;2017.0;191000;Otomatik;Dizel;Beyaz;1598.0;120.0;Sedan;13.579789490265188;4;1
940000.0;Fiat;Egea;2024.0;10600;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.753636218075409;0;0
375000.0;Fiat;Punto;2006.0;235000;Yarı Otomatik;Dizel;Beyaz;1248.0;75.0;Hatchback/5;12.83468397161566;7;1
890000.0;Fiat;Egea;2021.0;138000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.698977865303196;0;0
780000.0;Fiat;Egea;2017.0;197000;Otomatik;Dizel;Beyaz;1598.0;120.0;Sedan;13.567050480716237;0;0
355000.0;Fiat;Punto;2009.0;285000;Yarı Otomatik;Dizel;Beyaz;1248.0;90.0;Hatchback/5;12.779875885354992;0;0
675000.0;Fiat;Egea;2020.0;61000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.42246945133505;2;0
730000.0;Fiat;Egea;2020.0;129000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.500801182986647;0;0
499000.0;Fiat;500 Ailesi;2015.0;272000;Otomatik;Dizel;Beyaz;1368.0;95.0;MPV;13.120363378739665;10;1
1050000.0;Fiat;Egea;2023.0;39000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.864301674514206;0;0
645900.0;Fiat;Egea;2017.0;152000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.378401520246646;8;0
650000.0;Fiat;Egea;2020.0;127000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.384729180332174;0;0
750000.0;Fiat;Egea;2021.0;53000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.527829818844936;0;0
610000.0;Fiat;Punto;2011.0;152000;Yarı Otomatik;Dizel;Beyaz;1368.0;77.0;Hatchback/5;13.321215875492411;0;0
860000.0;Fiat;Egea;2020.0;27000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.664688831019712;0;0
865000.0;Fiat;Egea;2020.0;130000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.670485941982712;0;0
165000.0;Fiat;Palio;2007.0;281418;Yarı Otomatik;Dizel;Beyaz;1248.0;70.0;Hatchback/3;12.013706813470414;0;0
238500.0;Fiat;Palio;2001.0;195000;Düz;Dizel;Beyaz;1400.0;74.0;Station wagon;12.38212878217386;0;0
385000.0;Fiat;Albea;2004.0;99500;Düz;Dizel;Beyaz;1242.0;80.0;Sedan;12.861001210669146;0;0
715000.0;Fiat;Egea;2017.0;233500;Otomatik;Dizel;Beyaz;1598.0;120.0;Sedan;13.480039220276565;3;0
905000.0;Fiat;Egea;2021.0;64000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.715691327653827;4;0
210000.0;Fiat;Tipo;1999.0;133000;Düz;Dizel;Beyaz;1372.0;70.0;Hatchback/5;12.25486757159303;0;0
830000.0;Fiat;Egea;2021.0;55000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.629182184591333;0;0
799000.0;Fiat;Egea;2021.0;56600;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.591117476312084;0;0
799000.0;Fiat;Egea;2021.0;56600;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.591117476312084;0;0
805000.0;Fiat;Egea;2018.0;90000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.598598798635951;2;1
295000.0;Fiat;Palio;2004.0;244000;Düz;Dizel;Beyaz;1242.0;81.0;Hatchback/5;12.59473402514672;2;1
325000.0;Fiat;Albea;2005.0;265000;Düz;Dizel;Beyaz;1242.0;80.0;Sedan;12.691583538230216;0;0
980000.0;Fiat;Egea;2024.0;22000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.795308871054395;0;0
430000.0;Fiat;Punto;2007.0;233000;Yarı Otomatik;Dizel;Beyaz;1248.0;75.0;Hatchback/5;12.971542813248435;0;0
260000.0;Fiat;Siena;2000.0;275585;Düz;Dizel;Beyaz;1580.0;101.0;Sedan;12.468440756144114;1;0
350000.0;Fiat;Linea;2010.0;317000;Yarı Otomatik;Dizel;Beyaz;1248.0;90.0;Sedan;12.765691290604371;0;0
175000.0;Fiat;Tempra;1996.0;260000;Düz;Dizel;Beyaz;1581.0;90.0;Sedan;12.07254696717504;0;0
610000.0;Fiat;Linea;2017.0;158500;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.321215875492411;0;0
185000.0;Fiat;Uno;1999.0;300000;Düz;Dizel;Beyaz;1372.0;71.0;Hatchback/5;12.128116509451258;0;0
540000.0;Fiat;Linea;2012.0;230000;Yarı Otomatik;Dizel;Beyaz;1598.0;105.0;Sedan;13.199326270390594;0;0
870000.0;Fiat;Egea;2020.0;58000;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.676249640055394;1;0
850000.0;Fiat;Egea;2020.0;168000;Otomatik;Dizel;Beyaz;1598.0;120.0;Sedan;13.652992804936396;0;0
325000.0;Fiat;Siena;2000.0;215500;Düz;Dizel;Beyaz;1580.0;101.0;Sedan;12.691583538230216;0;0
750000.0;Fiat;Egea;2020.0;106100;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.527829818844936;1;1
540000.0;Fiat;Linea;2013.0;132000;Otomatik;Dizel;Beyaz;1248.0;95.0;Sedan;13.199326270390594;2;0
1089000.0;Fiat;Egea;2024.0;87973;Otomatik;Dizel;Beyaz;1598.0;130.0;Sedan;13.90077132018832;1;0
895000.0;Fiat;Egea;2021.0;28500;Otomatik;Dizel;Beyaz;1368.0;95.0;Sedan;13.704580114574805;0;2
685500.0;Hyundai;Accent Era;2008.0;213000;Yarı Otomatik;Dizel;Beyaz;1599.0;112.0;Sedan;13.437905236772648;0;0
945000.0;Hyundai;i20;2017.0;107500;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.75894126467638;0;0
1085000.0;Hyundai;i30;2015.0;140000;Otomatik;Dizel;Beyaz;1582.0;136.0;Hatchback/5;13.897091466615258;4;0
570000.0;Hyundai;i10;2015.0;112000;Otomatik;Dizel;Beyaz;998.0;65.0;Hatchback/5;13.25339339419516;4;0
515000.0;Hyundai;i20 Troy;2012.0;201000;Yarı Otomatik;Dizel;Beyaz;1396.0;90.0;Hatchback/5;13.15192412139156;2;2
595000.0;Hyundai;i20;2013.0;185000;Otomatik;Dizel;Beyaz;1396.0;90.0;Hatchback/5;13.296318365198625;3;1
645000.0;Hyundai;Accent Blue;2012.0;213000;Yarı Otomatik;Dizel;Beyaz;1396.0;108.0;Sedan;13.377007146164305;1;0
1120000.0;Hyundai;i20;2018.0;105900;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;13.928840136128022;0;0
580000.0;Hyundai;Accent Blue;2015.0;159000;Otomatik;Dizel;Beyaz;1500.5;138.0;Sedan;13.270785106659046;0;0
619000.0;Hyundai;Accent Blue;2018.0;285000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.335862167174314;3;2
589000.0;Hyundai;Accent Era;2009.0;203000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;13.286183160425152;0;0
1095000.0;Hyundai;i20;2016.0;95000;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;13.90626583447433;2;0
1105000.0;Hyundai;Elantra;2018.0;119000;Otomatik;Dizel;Beyaz;1591.0;128.0;Sedan;13.915356797910956;0;0
1256000.0;Hyundai;i20;2023.0;25000;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;14.043443422188307;0;1
435000.0;Hyundai;Matrix;2010.0;214000;Yarı Otomatik;Dizel;Beyaz;1599.0;103.0;MPV;12.983103608918752;0;0
667500.0;Hyundai;Getz;2010.0;173000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.41129616738276;2;2
935000.0;Hyundai;i20;2021.0;202000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.74830287778897;0;0
1239000.0;Hyundai;i20;2020.0;23900;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;14.029815967713455;0;0
1075000.0;Hyundai;i20;2016.0;66500;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.887832149776026;4;1
467500.0;Hyundai;Getz;2010.0;188900;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.055156766746023;3;1
467500.0;Hyundai;Getz;2010.0;188900;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.055156766746023;3;1
998000.0;Hyundai;i20;2015.0;122000;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;13.813509557297108;0;0
775000.0;Hyundai;Accent Blue;2017.0;265000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.560619598657231;0;0
1285000.0;Hyundai;i20;2025.0;25000;Otomatik;Benzin;Beyaz;1200.0;88.0;Hatchback/5;14.06627005452127;0;0
720000.0;Hyundai;Accent Blue;2017.0;138000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.487007879880162;5;1
395000.0;Hyundai;Getz;2006.0;245011;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;12.886643575525625;0;0
1340000.0;Hyundai;i20;2022.0;34000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;14.108180918195472;0;0
765000.0;Hyundai;Accent Blue;2018.0;194000;Otomatik;Dizel;Beyaz;1500.5;138.0;Sedan;13.54763241999736;7;2
419000.0;Hyundai;Accent Era;2009.0;193000;Yarı Otomatik;Dizel;Beyaz;1500.5;113.0;Sedan;12.945628585536271;5;3
815000.0;Hyundai;i20;2014.0;134000;Otomatik;Dizel;Beyaz;1248.0;84.0;Hatchback/5;13.610944619216111;0;1
599000.0;Hyundai;Accent Blue;2015.0;190000;Otomatik;Dizel;Beyaz;1368.0;100.0;Sedan;13.303018546545276;0;0
870000.0;Hyundai;Elantra;2016.0;239000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.676249640055394;4;1
847500.0;Hyundai;i30;2015.0;199980;Otomatik;Dizel;Beyaz;1500.5;138.0;Hatchback/5;13.65004729817705;8;1
400000.0;Hyundai;i20;2013.0;225000;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;12.899222326086994;4;2
390000.0;Hyundai;Accent Era;2008.0;273000;Yarı Otomatik;Dizel;Beyaz;1500.5;113.0;Sedan;12.873904582205109;12;0
715000.0;Hyundai;i30;2013.0;204000;Otomatik;Dizel;Beyaz;1582.0;128.0;Hatchback/5;13.480039220276565;3;2
590000.0;Hyundai;Getz;2008.0;221000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.28787951079572;8;1
639000.0;Hyundai;Accent Era;2010.0;155000;Yarı Otomatik;Dizel;Beyaz;1300.5;88.0;Sedan;13.367661298303677;0;0
595000.0;Hyundai;Accent Era;2007.0;204000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;13.296318365198625;0;0
485000.0;Hyundai;Getz;2009.0;174000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.091906231773164;0;0
815000.0;Hyundai;i20;2013.0;84000;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;13.610944619216111;2;1
1845000.0;Hyundai;i20 N;2023.0;32000;Otomatik;Benzin;Beyaz;1598.0;204.0;Hatchback/5;14.427990377462038;0;0
557500.0;Hyundai;i20;2013.0;220000;Otomatik;Dizel;Beyaz;1396.0;90.0;Hatchback/5;13.231219576036777;1;0
1120000.0;Hyundai;i20;2019.0;84000;Otomatik;Benzin;Beyaz;1200.0;113.0;Hatchback/5;13.928840136128022;0;0
1300000.0;Hyundai;i20;2021.0;73000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;14.077875591662238;0;0
599000.0;Hyundai;Accent Era;2008.0;197000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;13.303018546545276;0;1
350000.0;Hyundai;Getz;2005.0;250000;Düz;Dizel;Beyaz;1599.0;105.0;Hatchback/3;12.765691290604371;1;1
1303000.0;Hyundai;i20;2022.0;24000;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;14.080180623566395;0;0
565000.0;Hyundai;Accent Era;2011.0;180000;Yarı Otomatik;Dizel;Beyaz;1493.0;110.0;Sedan;13.244582780038517;3;1
1015000.0;Hyundai;i30;2012.0;110000;Yarı Otomatik;Dizel;Beyaz;1582.0;128.0;Hatchback/5;13.830400155679214;0;0
1061000.0;Hyundai;i20 Active;2017.0;69700;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;13.874723360102744;2;0
680000.0;Hyundai;Accent Blue;2013.0;197000;Otomatik;Dizel;Beyaz;1300.5;113.0;Sedan;13.429849547739444;0;0
425000.0;Hyundai;Getz;2008.0;210000;Yarı Otomatik;Dizel;Beyaz;1493.0;88.0;Hatchback/5;12.959846800844964;7;2
265000.0;Hyundai;Accent;1996.0;185000;Düz;Benzin;Beyaz;1495.0;91.0;Hatchback/5;12.487488878546143;0;0
860000.0;Hyundai;Accent Blue;2016.0;210000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.664688831019712;2;0
538000.0;Hyundai;Getz;2011.0;91000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.195615697878251;2;0
920000.0;Hyundai;i20;2017.0;50000;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;13.732130035981154;2;2
827500.0;Hyundai;i20;2015.0;231000;Otomatik;Dizel;Beyaz;1248.0;84.0;Hatchback/5;13.62616559469184;0;0
330000.0;Hyundai;Accent;1998.0;217000;Düz;Benzin;Beyaz;1500.5;88.0;Sedan;12.706850963741102;0;0
1010000.0;Hyundai;i30;2014.0;193000;Otomatik;Dizel;Beyaz;1582.0;128.0;Hatchback/5;13.82546187891596;0;0
339000.0;Hyundai;Accent;2001.0;277000;Düz;Benzin;Beyaz;1495.0;102.0;Sedan;12.733758336210744;0;0
450000.0;Hyundai;Accent Era;2010.0;190000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;13.017005083966255;4;0
780000.0;Hyundai;i20;2015.0;157000;Otomatik;Dizel;Beyaz;1248.0;84.0;Hatchback/5;13.567050480716237;0;2
1100000.0;Hyundai;i20;2021.0;96500;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.910821646859096;3;1
880000.0;Hyundai;i10;2015.0;64500;Otomatik;Dizel;Beyaz;1248.0;87.0;Hatchback/5;13.68767832281738;0;0
410000.0;Hyundai;Accent Era;2010.0;240000;Yarı Otomatik;Dizel;Beyaz;1493.0;110.0;Sedan;12.923914877701906;3;2
1200000.0;Hyundai;i20;2023.0;42000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.997832948091215;0;1
720000.0;Hyundai;Accent Blue;2012.0;153000;Yarı Otomatik;Dizel;Beyaz;1396.0;108.0;Sedan;13.487007879880162;0;0
750000.0;Hyundai;i20;2015.0;119000;Otomatik;Dizel;Beyaz;1396.0;90.0;Hatchback/5;13.527829818844936;2;0
425000.0;Hyundai;Accent Blue;2016.0;122800;Otomatik;Dizel;Beyaz;1368.0;100.0;Sedan;12.959846800844964;0;0
200000.0;Hyundai;Accent;2005.0;270000;Düz;Dizel;Beyaz;1493.0;82.0;Sedan;12.206077645517674;12;0
595000.0;Hyundai;Accent Era;2012.0;132500;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;13.296318365198625;4;0
1120000.0;Hyundai;i20;2015.0;78000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.928840136128022;0;0
276500.0;Hyundai;Accent Era;2007.0;718000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;12.529969716574517;0;0
910000.0;Hyundai;Elantra;2018.0;229500;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.721200977393528;0;0
485500.0;Hyundai;Accent Era;2007.0;196000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;13.092936626443633;4;0
395000.0;Hyundai;Accent Era;2009.0;217000;Yarı Otomatik;Dizel;Beyaz;1493.0;110.0;Sedan;12.886643575525625;5;3
385000.0;Hyundai;Accent Era;2011.0;331500;Yarı Otomatik;Dizel;Beyaz;1493.0;110.0;Sedan;12.861001210669146;5;3
455000.0;Hyundai;Getz;2007.0;224000;Yarı Otomatik;Dizel;Beyaz;1493.0;110.0;Hatchback/5;13.02805489573287;1;0
700000.0;Hyundai;Getz;2010.0;59000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.45883704259595;3;0
865000.0;Hyundai;Accent Blue;2016.0;170000;Otomatik;Dizel;Beyaz;1368.0;100.0;Sedan;13.670485941982712;5;0
1100000.0;Hyundai;Elantra;2014.0;155000;Otomatik;Dizel;Beyaz;1591.0;127.0;Sedan;13.910821646859096;0;0
740000.0;Hyundai;i20;2012.0;190500;Yarı Otomatik;Dizel;Beyaz;1396.0;100.0;Hatchback/5;13.51440681653079;5;0
700000.0;Hyundai;i20;2012.0;160000;Yarı Otomatik;Dizel;Beyaz;1396.0;100.0;Hatchback/5;13.45883704259595;5;0
1060000.0;Hyundai;i20;2020.0;28000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.87378040948403;0;1
500000.0;Hyundai;i10;2015.0;166890;Otomatik;Dizel;Beyaz;1200.0;63.0;Hatchback/5;13.122365377402328;1;0
269000.0;Hyundai;Getz;2008.0;185000;Yarı Otomatik;Dizel;Beyaz;1493.0;88.0;Hatchback/5;12.502470376049184;0;0
1080000.0;Hyundai;Elantra;2017.0;106650;Otomatik;Dizel;Beyaz;1591.0;127.0;Sedan;13.8924725250259;2;0
499750.0;Hyundai;Getz;2010.0;130000;Yarı Otomatik;Dizel;Beyaz;1500.5;88.0;Hatchback/5;13.121865253361143;1;1
385000.0;Hyundai;Accent;2005.0;299200;Düz;Dizel;Beyaz;1341.0;86.0;Sedan;12.861001210669146;9;1
1170000.0;Hyundai;Elantra;2017.0;130000;Otomatik;Dizel;Beyaz;1591.0;127.0;Sedan;13.972515161474428;0;0
330000.0;Hyundai;Accent;2003.0;293000;Düz;Dizel;Beyaz;1341.0;86.0;Sedan;12.706850963741102;0;0
589000.0;Hyundai;i20;2014.0;179649;Otomatik;Dizel;Beyaz;1248.0;85.0;Hatchback/5;13.286183160425152;0;0
960000.0;Hyundai;Accent Blue;2017.0;156000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.774689605110144;0;0
830000.0;Hyundai;Accent Blue;2015.0;198500;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.629182184591333;6;1
600000.0;Hyundai;i20;2014.0;162000;Otomatik;Dizel;Beyaz;1248.0;84.0;Hatchback/5;13.304686600863562;1;3
1100000.0;Hyundai;i20;2022.0;93900;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.910821646859096;0;0
250000.0;Hyundai;Accent;2000.0;370000;Düz;Benzin;Beyaz;1341.0;75.0;Sedan;12.429220196836384;0;0
235500.0;Hyundai;Accent;2004.0;204000;Düz;Dizel;Beyaz;1493.0;82.0;Sedan;12.369470438714096;2;0
475000.0;Hyundai;Getz;2010.0;303000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.07107218827772;0;0
180000.0;Hyundai;Elantra;1999.0;400000;Düz;Dizel;Beyaz;1599.0;114.0;Sedan;12.100717685412471;11;0
759900.0;Hyundai;Accent Blue;2017.0;230801;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.540943440619635;6;0
759900.0;Hyundai;Accent Blue;2017.0;216996;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.540943440619635;8;0
995000.0;Hyundai;i30;2012.0;148000;Yarı Otomatik;Dizel;Beyaz;1582.0;128.0;Hatchback/5;13.81049902116535;0;2
650000.0;Hyundai;Accent Blue;2012.0;186000;Yarı Otomatik;Dizel;Beyaz;1582.0;128.0;Sedan;13.384729180332174;2;2
320000.0;Hyundai;Accent;2002.0;146000;Düz;Dizel;Beyaz;1341.0;86.0;Sedan;12.676079399771028;1;1
479550.0;Hyundai;i20 Troy;2012.0;226000;Yarı Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;13.080605528442216;8;1
435000.0;Hyundai;Accent Era;2011.0;181000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;12.983103608918752;1;3
845000.0;Hyundai;i20;2015.0;82000;Otomatik;Dizel;Beyaz;1248.0;84.0;Hatchback/5;13.647093089770562;0;0
428000.0;Hyundai;Getz;2007.0;216000;Yarı Otomatik;Dizel;Beyaz;1493.0;88.0;Hatchback/5;12.966880811009805;11;1
205000.0;Hyundai;Accent;2005.0;330000;Düz;Dizel;Beyaz;1493.0;82.0;Sedan;12.230770136157428;0;0
420000.0;Hyundai;Accent;2002.0;290000;Düz;Dizel;Beyaz;1341.0;86.0;Sedan;12.948012371209098;10;2
699000.0;Hyundai;i30;2012.0;275000;Yarı Otomatik;Dizel;Beyaz;1582.0;128.0;Hatchback/5;13.457407451830088;1;1
569500.0;Hyundai;Accent Blue;2015.0;237000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.252515817794084;2;0
241500.0;Hyundai;Accent;1998.0;325000;Düz;Dizel;Beyaz;1300.5;88.0;Sedan;12.39462889285294;0;0
275000.0;Hyundai;Accent;2003.0;300000;Düz;Dizel;Beyaz;1493.0;82.0;Sedan;12.524530013005734;0;0
265000.0;Hyundai;Accent;1999.0;187500;Düz;Dizel;Beyaz;1341.0;86.0;Sedan;12.487488878546143;0;0
225000.0;Hyundai;Accent;2005.0;336000;Düz;Dizel;Beyaz;1493.0;82.0;Sedan;12.323860125621126;0;0
225000.0;Hyundai;Accent;2005.0;336000;Düz;Dizel;Beyaz;1493.0;82.0;Sedan;12.323860125621126;0;0
235000.0;Hyundai;Accent;2005.0;277000;Düz;Dizel;Beyaz;1493.0;82.0;Sedan;12.367345048436391;2;0
997000.0;Hyundai;i20;2022.0;168000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.8125070519525;0;0
650000.0;Hyundai;Accent Blue;2014.0;216600;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.384729180332174;9;3
1350000.0;Hyundai;i20;2024.0;16000;Otomatik;Dizel;Beyaz;1300.5;88.0;Hatchback/5;14.11561589115508;0;0
608000.0;Hyundai;Accent Blue;2013.0;214500;Otomatik;Dizel;Beyaz;1582.0;128.0;Sedan;13.317931805683791;3;0
510000.0;Hyundai;Accent Era;2009.0;198000;Yarı Otomatik;Dizel;Beyaz;1493.0;110.0;Sedan;13.1421679654829;4;0
540000.0;Hyundai;Accent Era;2010.0;217000;Yarı Otomatik;Dizel;Beyaz;1599.0;112.0;Sedan;13.199326270390594;0;1
480000.0;Hyundai;Accent Era;2009.0;200000;Yarı Otomatik;Dizel;Beyaz;1493.0;110.0;Sedan;13.081543466215235;1;3
1165000.0;Hyundai;i20;2023.0;61300;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.968232503350668;0;0
580000.0;Hyundai;Getz;2007.0;182600;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;13.270785106659046;3;0
900000.0;Hyundai;Accent Blue;2017.0;185500;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.71015115341694;0;0
440000.0;Hyundai;Getz;2004.0;205000;Düz;Benzin;Beyaz;1341.0;82.0;Hatchback/5;12.994532278619134;1;1
240000.0;Hyundai;Accent;1999.0;322000;Düz;Benzin;Beyaz;1495.0;92.0;Sedan;12.388398368982116;0;0
210000.0;Hyundai;Accent;1998.0;280000;Düz;Dizel;Beyaz;1341.0;75.0;Sedan;12.25486757159303;0;0
475000.0;Hyundai;i20;2011.0;217000;Yarı Otomatik;Dizel;Beyaz;1396.0;75.0;Hatchback/5;13.07107218827772;4;0
610000.0;Hyundai;i20;2015.0;262000;Otomatik;Dizel;Beyaz;1396.0;90.0;Hatchback/5;13.321215875492411;4;0
285000.0;Hyundai;Getz;2005.0;305000;Düz;Benzin;Beyaz;1341.0;82.0;Hatchback/5;12.560247968016562;9;3
285000.0;Hyundai;Getz;2005.0;305000;Düz;Benzin;Beyaz;1341.0;82.0;Hatchback/5;12.560247968016562;9;3
125000.0;Hyundai;Excel;1992.0;580000;Düz;Benzin;Beyaz;1468.0;71.0;Sedan;11.736077016252436;12;0
615000.0;Hyundai;i20;2015.0;126000;Otomatik;Dizel;Beyaz;5250.5;238.0;Hatchback/5;13.329379172803591;1;0
295000.0;Hyundai;Getz;2007.0;198000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Hatchback/5;12.59473402514672;11;0
815000.0;Hyundai;i20;2017.0;95500;Otomatik;Dizel;Beyaz;1248.0;84.0;Hatchback/5;13.610944619216111;0;0
1173500.0;Hyundai;Elantra;2018.0;205000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.975502146424535;4;0
1099000.0;Hyundai;i20;2023.0;24000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.909912143303451;1;0
1135000.0;Hyundai;i20;2015.0;63000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.94214408995452;4;0
317500.0;Hyundai;Getz;2005.0;285000;Düz;Dizel;Beyaz;1493.0;82.0;Hatchback/5;12.668236246916225;0;0
595000.0;Hyundai;i20;2014.0;291000;Otomatik;Dizel;Beyaz;1396.0;90.0;Hatchback/5;13.296318365198625;3;3
180000.0;Hyundai;Accent;1998.0;295000;Düz;Benzin;Beyaz;1341.0;75.0;Hatchback/5;12.100717685412471;0;0
495000.0;Hyundai;Accent Era;2010.0;296000;Yarı Otomatik;Dizel;Beyaz;1399.0;97.0;Sedan;13.112315061750808;0;0
570000.0;Hyundai;i10;2015.0;189000;Otomatik;Dizel;Beyaz;998.0;65.0;Hatchback/5;13.25339339419516;2;0
975000.0;Hyundai;i20;2015.0;152000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.790193775620484;1;1
790000.0;Hyundai;Elantra;2014.0;180000;Otomatik;Dizel;Beyaz;1582.0;136.0;Sedan;13.579789490265188;0;0
1083000.0;Hyundai;i20;2017.0;95000;Otomatik;Dizel;Beyaz;1368.0;100.0;Hatchback/5;13.895246449343736;0;0
