Seri;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Log_Fiyat;Boya;Değişen;Marka_Audi;Marka_BMW;Marka_Chevrolet;Marka_Citroen;Marka_Fiat;Marka_Ford;Marka_Honda;Marka_Hyundai;Marka_Mercedes - Benz;Marka_Opel;Marka_Peugeot;Marka_Renault;Marka_Skoda;Marka_Toyota;Marka_Volkswagen
13.99699926803766;2014.0;197000;1;1;2;1500.5;113.0;9;13.99699926803766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2014.0;35000;1;0;2;1200.0;88.0;4;13.90626583447433;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2016.0;280000;1;1;2;1500.5;113.0;8;14.03845488943553;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2014.0;280000;1;1;2;1500.5;113.0;8;13.89237992823209;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2018.0;215000;1;0;2;1300.5;113.0;4;13.68198030819624;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2012.0;191000;2;0;2;1400.0;113.0;8;13.815531557743777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2015.0;215992;1;1;2;1598.0;90.0;4;13.69334405393293;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2013.0;211750;1;1;2;1199.0;75.0;4;13.140205260167273;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2025.0;6021;1;0;2;1498.0;116.0;4;14.53335083891935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;1999.0;175000;0;1;2;1598.0;75.0;4;12.59473402514672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2013.0;230000;1;0;2;1395.0;122.0;4;13.800397935382136;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2022.0;127000;1;0;2;999.0;110.0;4;14.176676104039728;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2020.0;176000;1;0;2;1500.5;138.0;8;14.191890771518905;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2018.0;173500;1;1;2;1598.0;120.0;8;14.282384921160132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2016.0;190000;1;1;2;1500.5;88.0;4;13.567049198665774;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2024.0;32000;1;0;2;1500.5;138.0;4;14.72979968796928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;1994.0;185000;0;1;2;1700.5;88.0;4;12.37476423490424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2013.0;190000;1;1;2;1500.5;113.0;8;14.038654909278163;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2015.0;129000;1;0;2;1395.0;125.0;4;14.038654909278163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2014.0;246500;1;1;2;1598.0;120.0;8;14.107807714513742;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2018.0;230000;1;1;2;1598.0;120.0;8;14.30409118627969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2015.0;255000;1;1;2;1500.5;113.0;8;13.635188201437066;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2015.0;230000;1;1;2;1500.5;113.0;8;13.840204146163924;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2012.0;230498;2;1;2;1598.0;105.0;8;13.910821646859096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2023.0;15000;1;1;2;999.0;80.0;4;13.897091466615258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2018.0;139000;1;0;2;999.0;110.0;4;14.165463660863566;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2012.0;245000;2;1;2;1390.0;85.0;4;13.384729180332174;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2012.0;286000;2;0;2;1197.0;105.0;8;13.45597581440824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2017.0;220000;1;1;2;1500.5;113.0;8;14.30409118627969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2020.0;238000;1;0;2;1498.0;150.0;8;14.214287349062356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2016.0;190000;1;0;2;1200.0;113.0;4;13.864301674514206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2001.0;262000;0;1;2;1390.0;100.0;3;12.721888795877376;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2020.0;109000;1;0;2;1500.5;138.0;8;14.372265686684402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2024.0;18500;1;0;2;1498.0;150.0;4;14.717702771138358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2016.0;148000;1;0;2;1300.5;113.0;8;14.23356343990554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2021.0;52500;1;0;2;1200.0;88.0;4;14.07779866568576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2018.0;84000;1;0;2;1300.5;113.0;8;14.50112997588164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2012.0;326500;2;1;2;1598.0;105.0;8;13.25339339419516;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2020.0;162000;1;1;2;1500.5;113.0;8;14.217637433703022;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2011.0;138000;2;0;2;1390.0;122.0;8;13.955273369904273;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2016.0;199000;1;1;2;1422.0;90.0;4;13.69334405393293;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2011.0;203000;2;0;2;1300.5;113.0;8;13.610944619216111;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2011.0;90000;2;1;2;1300.5;88.0;4;13.66119436444038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2008.0;304000;2;0;2;1500.5;113.0;8;13.34550852871726;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2015.0;149000;1;1;2;1500.5;113.0;8;14.204169225721929;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.96014371961104;2009.0;196000;2;0;2;1390.0;122.0;4;13.684263411604524;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2012.0;144000;2;1;2;1598.0;105.0;8;13.94214408995452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
12.923914877701906;2004.0;285000;0;1;2;1595.0;102.0;8;12.923914877701906;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.492046667465324;2015.0;62250;1;0;2;1200.0;88.0;4;13.897091466615258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2015.0;243000;1;1;2;1500.5;113.0;8;13.795308871054395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13.639097625958227;2015.0;175000;1;0;2;1200.0;113.0;8;13.651815643149092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14.08826236185833;2013.0;213000;1;1;2;1500.5;113.0;8;13.883170141017091;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
